timestamp,water_level,vibration,strain,crack_gap,label_failure_30min,is_fault
2024-06-01 00:00:00,2.1554264572188355,0.3667214960578155,151.85715130668686,0.22086513961328,0,0
2024-06-01 00:01:00,2.0897207101066217,0.3665215921460913,151.87544210223288,0.2178723211928357,0,0
2024-06-01 00:02:00,2.180771469880588,0.4325069815184992,152.67544808251495,0.2215884817723997,0,0
2024-06-01 00:03:00,2.191805802109597,0.361520693836621,149.23631616464834,0.2148096752998669,0,0
2024-06-01 00:04:00,2.048754103630731,0.3948015873608533,152.2265200883048,0.2176449201235107,0,0
2024-06-01 00:05:00,2.08272480411454,0.4154217568606045,151.3545092370187,0.2203640942134313,0,0
2024-06-01 00:06:00,2.155753314680485,0.3869791255600622,151.22810618477237,0.2211390061075992,0,0
2024-06-01 00:07:00,2.135076257691562,0.3534508483532228,150.565685688884,0.2199516816335955,0,0
2024-06-01 00:08:00,2.151574978997141,0.3382655666464347,151.70654812710177,0.2204692734257321,0,0
2024-06-01 00:09:00,2.1112890258924253,0.3890937979226509,151.5480031836055,0.2197668912901179,0,0
2024-06-01 00:10:00,2.199436821309946,0.4116634833773369,151.67951778740897,0.2183140942207539,0,0
2024-06-01 00:11:00,2.195881713596787,0.3842655184700703,150.2486132831467,0.2232672013430475,0,0
2024-06-01 00:12:00,2.161818318995093,0.401530258601049,152.3561118835903,0.2247841499855153,0,0
2024-06-01 00:13:00,2.2164029638654346,0.4355693690196596,151.31169110004794,0.2190624459921087,0,0
2024-06-01 00:14:00,2.184939921218298,0.3917807114579576,150.32283922138012,0.2156734900225717,0,0
2024-06-01 00:15:00,2.120122791824803,0.3434052167372227,151.6502456248137,0.2184786974764003,0,0
2024-06-01 00:16:00,2.183047304402875,0.3722712631467498,151.40222968718564,0.2194279326735014,0,0
2024-06-01 00:17:00,2.118187353851861,0.405322850166561,152.4034866172856,0.2125211091336532,0,0
2024-06-01 00:18:00,2.211575065223,0.3649197216835448,151.7032320922643,0.2231498863381153,0,0
2024-06-01 00:19:00,2.1666766475545147,0.4088526214004676,150.66043937428486,0.2172027356326748,0,0
2024-06-01 00:20:00,2.1614495236742126,0.369606342250272,151.3566272311729,0.2166201394468453,0,0
2024-06-01 00:21:00,2.138165148307848,0.3797072506610883,150.37335327442082,0.2180644260287626,0,0
2024-06-01 00:22:00,2.2348569402029503,0.3626478560224297,153.83249178033984,0.2176472050879363,0,0
2024-06-01 00:23:00,2.1675208901159966,0.375471623095342,154.04789411144145,0.2192175875208344,0,0
2024-06-01 00:24:00,2.155347686423813,0.3768602477249778,154.215598649564,0.221398351223715,0,0
2024-06-01 00:25:00,2.160673314845184,0.3314003754432947,151.82744316709665,0.2228376066713386,0,0
2024-06-01 00:26:00,2.206410547182509,0.3606379662520964,154.11406888234595,0.2213638878944759,0,0
2024-06-01 00:27:00,2.1995815465385875,0.3409104840265092,153.06812952149338,0.2161450104506033,0,0
2024-06-01 00:28:00,2.203459368389226,0.3616248706090433,151.61525729836796,0.2186270330242211,0,0
2024-06-01 00:29:00,2.205876300726481,0.3519844024270996,151.86964994105298,0.2192487090880742,0,0
2024-06-01 00:30:00,2.292929240879293,0.3972189475610751,152.4394407549762,0.2198366097415443,0,0
2024-06-01 00:31:00,2.167036796996317,0.3975673480307025,152.79062072903733,0.22036285405828,0,0
2024-06-01 00:32:00,2.163255154300963,0.3860476442406937,153.12494106919914,0.2191081953626686,0,0
2024-06-01 00:33:00,2.149687432491896,0.3404060090977396,152.7090038877513,0.2185950554329296,0,0
2024-06-01 00:34:00,2.2226828326579176,0.3696998280651031,152.31452978484995,0.2215658232474994,0,0
2024-06-01 00:35:00,2.249839262542671,0.3385283548625422,154.37678497914035,0.2184142681587118,0,0
2024-06-01 00:36:00,2.18919903444508,0.3685798001549271,152.63917277913197,0.2216622330645371,0,0
2024-06-01 00:37:00,2.154393295249631,0.3885006425750323,152.5918277276978,0.2212102770184588,0,0
2024-06-01 00:38:00,2.1566807017511973,0.3971697059786999,152.55759931244583,0.2231064214052435,0,0
2024-06-01 00:39:00,2.231936956367086,0.3842392073298504,152.70365997166752,0.2193794770143189,0,0
2024-06-01 00:40:00,2.238071470327295,0.4039298717905377,151.225681265639,0.2230350675448839,0,0
2024-06-01 00:41:00,2.2295667896893643,0.3790109916810586,151.67787344867668,0.2177710300478386,0,0
2024-06-01 00:42:00,2.1706327545127126,0.3667260785349272,155.83768781782004,0.2196956495440564,0,0
2024-06-01 00:43:00,2.2170142981261303,0.3944536049830119,150.94282550450632,0.2209308592057993,0,0
2024-06-01 00:44:00,2.212737322431196,0.3953200048138732,153.27019639551452,0.2155805937407771,0,0
2024-06-01 00:45:00,2.2193330491477528,0.3595988226878517,153.37574085137385,0.2174108215551916,0,0
2024-06-01 00:46:00,2.2534644123290097,0.3822216868363832,154.20053773164432,0.2165618176770137,0,0
2024-06-01 00:47:00,2.222565851238861,0.3654323132699168,153.44587353947787,0.218368689503271,0,0
2024-06-01 00:48:00,2.24682357805362,0.322617296518034,155.2951543599465,0.2169191616939969,0,0
2024-06-01 00:49:00,2.2177473847073204,0.3838758491857826,153.33397656470902,0.2188124712349686,0,0
2024-06-01 00:50:00,2.2303136172535813,0.3405501537081613,154.6840234964652,0.2182343362327608,0,0
2024-06-01 00:51:00,2.2489099389901583,0.3811578356293834,154.33466993133078,0.2176049223213566,0,0
2024-06-01 00:52:00,2.145974260936692,0.334607595489538,154.9571049640422,0.2188704698048751,0,0
2024-06-01 00:53:00,2.2043336387740338,0.3550355990194699,153.15644345827525,0.2163455024236174,0,0
2024-06-01 00:54:00,2.198282317570255,0.3622233288245952,153.62394061382014,0.2157804433107365,0,0
2024-06-01 00:55:00,2.1913393912163666,0.4031414408562475,152.72319317972472,0.2147613861808073,0,0
2024-06-01 00:56:00,2.2110070667026016,0.3597944674408849,153.37755346969894,0.2129511076360789,0,0
2024-06-01 00:57:00,2.3009906824153616,0.3462910918763104,153.4633849633373,0.2162495438989213,0,0
2024-06-01 00:58:00,2.184430020297322,0.3823060138168422,150.73196770799882,0.2198785089902656,0,0
2024-06-01 00:59:00,2.2776119543850304,0.3678040672323859,153.07244877829962,0.2176420991287014,0,0
2024-06-01 01:00:00,2.1465294897222926,0.3930224401609518,154.331337425881,0.218244712584309,0,0
2024-06-01 01:01:00,2.215402129277501,0.3479904455150735,151.66243775732573,0.2169667683519758,0,0
2024-06-01 01:02:00,2.2417558771070216,0.3785868082160852,152.1181346964873,0.223949981494616,0,0
