timestamp,combined_score,alert_level,actual_label
2024-06-12 04:24:00,0.00018953572725877166,NORMAL,0
2024-06-12 04:25:00,0.0003048407379537821,NORMAL,0
2024-06-12 04:26:00,0.0002468922466505319,NORMAL,0
2024-06-12 04:27:00,0.00016210194735322148,NORMAL,0
2024-06-12 04:28:00,0.0008079624967649579,NORMAL,0
2024-06-12 04:29:00,0.0002729202969931066,NORMAL,0
2024-06-12 04:30:00,0.0023061007882934064,NORMAL,0
2024-06-12 04:31:00,0.0001343346229987219,NORMAL,0
2024-06-12 04:32:00,0.0002581694279797375,NORMAL,0
2024-06-12 04:33:00,0.00918050747551024,NORMAL,0
2024-06-12 04:34:00,0.000515187915880233,NORMAL,0
2024-06-12 04:35:00,0.004247764342930168,NORMAL,0
2024-06-12 04:36:00,0.00013806477363687009,NORMAL,0
2024-06-12 04:37:00,0.004261893874267116,NORMAL,0
2024-06-12 04:38:00,0.0022259856555610896,NORMAL,0
2024-06-12 04:39:00,0.0021282252633245662,NORMAL,0
2024-06-12 04:40:00,0.00020535413932520896,NORMAL,0
2024-06-12 04:41:00,0.0023662508388515562,NORMAL,0
2024-06-12 04:42:00,9.5400981081184e-05,NORMAL,0
2024-06-12 04:43:00,0.006219794950680807,NORMAL,0
2024-06-12 04:44:00,0.000343761988915503,NORMAL,0
2024-06-12 04:45:00,0.004136447270051576,NORMAL,0
2024-06-12 04:46:00,0.0005774210439994931,NORMAL,0
2024-06-12 04:47:00,0.0005566571489907801,NORMAL,0
2024-06-12 04:48:00,0.00040809178608469665,NORMAL,0
2024-06-12 04:49:00,0.006562895904295147,NORMAL,0
2024-06-12 04:50:00,0.0023922431787941605,NORMAL,0
2024-06-12 04:51:00,0.0003773211210500449,NORMAL,0
2024-06-12 04:52:00,0.0027326414925046266,NORMAL,0
2024-06-12 04:53:00,0.0005951461498625576,NORMAL,0
2024-06-12 04:54:00,0.010742290052585306,NORMAL,0
2024-06-12 04:55:00,0.01716046390030533,NORMAL,0
2024-06-12 04:56:00,0.018618939287960528,NORMAL,0
2024-06-12 04:57:00,0.014733185966964813,NORMAL,0
2024-06-12 04:58:00,0.014612269621342423,NORMAL,0
2024-06-12 04:59:00,0.02046990360715427,NORMAL,0
